url;rating;score_authors;score_url_domain_ending;errors_grammar_spelling;score_errors;questions_text_per_sentence;score_tonality_questions_text;questions_title;score_tonality_questions_title;exclamations_text_per_sentence;score_tonality_exclamations_text;exclamations_title;score_tonality_exclamations_title;all_caps_text;score_tonality_all_caps_text;all_caps_title;score_tonality_all_caps_title;read_text_flesch_kincaid;read_text_flesch_read_ease;read_text_gunning_fog;read_text_smog;read_text_ari;read_text_coleman_liau;score_readability_text;read_title_flesch_kincaid;read_title_flesch_read_ease;read_title_gunning_fog;read_title_smog;read_title_ari;read_title_coleman_liau;score_readability_title;word_count_text;score_ls_word_count_text;word_count_title;score_ls_word_count_title;sentence_count;score_ls_sentence_count;ttr;score_ls_type_token_ratio;word_length_text;score_ls_word_length_text;word_length_title;score_ls_word_length_title;profanity;score_vocabulary_profanity;anger_word_count;anger_intensity;anticipation_word_count;anticipation_intensity;disgust_word_count;disgust_intensity;fear_word_count;fear_intensity;sadness_word_count;sadness_intensity;joy_word_count;joy_intensity;surprise_word_count;surprise_intensity;trust_word_count;trust_intensity;score_vocabulary_emotional_words;score_clickbait;links_count;score_links_external;sentiment_text_spacy;sentiment_text_vader;sentiment_text_fasttext_1;sentiment_text_fasttext_2;sentiment_text_fasttext_3;sentiment_text_fasttext_4;sentiment_text_fasttext_5;score_sentiment_polarity_text;sentiment_title_spacy;sentiment_title_vader;sentiment_title_fasttext_1;sentiment_title_fasttext_2;sentiment_title_fasttext_3;sentiment_title_fasttext_4;sentiment_title_fasttext_5;score_sentiment_polarity_title;score_sentiment_subjectivity
https://web.archive.org/web/20180527165346/https://nowtrump.com/2018/03/breaking-supreme-court-sides-with-trump-this-changes-everything/;1.0;0.0;0.0;0.003134001379366303;0.9840764331210191;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.9;1.0;0.5;9.188742671009773;65.63722909880568;12.486340933767645;11.12403840463596;11.033919652551575;10.505694042345283;0.8188742671009773;4.964444444444446;75.50000000000001;3.6;3.0;11.853333333333332;16.84414322222223;0.3964444444444446;305.0;0.008333333333333333;9.0;1.0;15.0;0.4;0.5901639344262295;0.180327868852459;4.757377049180328;0.18934426229508206;6.111111111111111;0.5277777777777777;0.0;1.0;5.0;1.645;10.0;4.672000000000001;1.0;0.781;10.0;4.2780000000000005;2.0;1.1139999999999999;7.0;3.2989999999999995;4.0;1.797;26.0;14.922999999999998;0.7868262295081967;1.0;3.0;1.0;0.12632063492063492;0.9812;0.0006615507882088423;0.0042099920101463795;0.36874306201934814;0.6076646447181702;0.018770838156342506;0.672722537018483;0.0;0.5983;1.007063292490784e-05;1.0000222573580686e-05;0.09150096029043198;0.897881031036377;0.010647867806255817;0.9309140205202731;0.5347968253968254
https://web.archive.org/web/20171120042453/http://yournewswire.com/pope-francis-jesus-metaphorical/;1.0;1.0;0.0;0.0016001228138543475;0.9312714776632303;0.058823529411764705;0.607843137254902;0.0;1.0;0.0;1.0;0.0;1.0;13.0;0.0;0.0;1.0;15.45434567652104;45.34413782665727;19.00066592674806;14.65685862233803;19.68716173948139;13.26014652658662;1.0;7.58666666666667;56.70000000000001;3.6;3.0;7.143333333333331;10.964292222222227;0.6143333333333331;573.0;0.455;9.0;1.0;17.0;0.48;0.5776614310645725;0.15532286212914492;5.197207678883071;0.2993019197207678;5.111111111111111;0.2777777777777777;0.0;1.0;14.0;8.940999999999999;17.0;7.886;9.0;4.343;22.0;11.229;10.0;5.234999999999999;27.0;12.181000000000001;6.0;2.2270000000000003;32.0;17.952;0.7556928446771378;1.0;49.0;1.0;0.09982977927422372;-0.9824;0.011329647153615952;0.5847576260566711;0.3074299991130829;0.09524092823266983;0.00129182159435004;0.6741928437506779;0.0;0.0;0.5302069783210754;0.035115379840135574;0.030808541923761368;0.39845988154411316;0.005459246691316366;0.821444591662536;0.5212944257388701
https://web.archive.org/web/20171228115857/http://viraldevil.com/police-find-19-white-female-bodies-in-freezers-with-black-lives-matter-carved-into-skin/;1.0;0.0;0.0;0.0008935201881849007;0.9676823638042474;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.9;0.0;1.0;7.389703327624179;73.38288414484953;12.514582823586984;11.502651466878618;8.714450544409104;9.177863566231348;0.6389703327624179;5.993333333333336;78.81000000000003;6.0;3.0;8.991999999999997;10.841985533333332;0.49933333333333363;1068.0;1.0;15.0;1.0;61.0;1.0;0.301498127340824;0.0;4.558988764044944;0.139747191011236;4.866666666666666;0.21666666666666656;0.0;1.0;17.0;6.611000000000001;15.0;7.92;14.0;8.022;28.0;13.046999999999997;16.0;7.617000000000001;36.0;14.986999999999995;4.0;2.578;39.0;18.445;0.8516348314606741;0.0;0.0;0.0;-0.07047138047138052;-0.9824;0.004067735746502876;0.9745429754257202;0.018773000687360764;0.0026040361262857914;6.232116720639169e-05;0.6770233143620968;-0.05555555555555555;-0.0258;4.2259878682671115e-05;0.003489888273179531;0.027396921068429947;0.9661308526992798;0.002990203909575939;0.9989891787372471;0.5751220538720538
https://web.archive.org/web/20170602190500/http://dailyusaupdate.com/worse-hitler-trey-gowdys-son-found-dumpster-dc-murders-questioned/;1.0;0.0;0.0;0.004033205419375049;0.911504424778761;0.0;1.0;0.0;1.0;0.1;0.0;3.0;0.0;1.0;0.9;3.0;0.0;8.485547169811323;71.9849245283019;12.064905660377358;10.54983443527075;9.409669811320754;8.070287797169811;0.7070287797169812;-4.356470588235293;136.38921568627453;2.266666666666667;3.0;1.6286274509803889;4.226683235294118;0.0;210.0;0.0;16.0;1.0;10.0;0.2;0.6476190476190476;0.2952380952380953;4.347619047619047;0.08690476190476182;4.625;0.15625;0.0;1.0;3.0;1.373;5.0;2.403;2.0;1.456;5.0;2.135;5.0;2.908;9.0;3.5989999999999998;4.0;1.5;9.0;4.024;0.8152571428571429;1.0;0.0;0.0;-0.0417929292929293;-0.962;0.022469984367489815;0.31592997908592224;0.36079883575439453;0.28613144159317017;0.014719681814312935;0.6796034446060658;-0.78125;-0.8936;0.002145543461665511;0.8533844351768494;0.14449766278266907;1.2449087080312893e-05;1.000521115201991e-05;0.5493814837757275;0.4328282828282829
https://worldnewsdailyreport.com/chinese-lunar-rover-finds-no-evidence-of-american-moon-landings/;1.0;1.0;0.0;0.0033773809945560397;0.9828178694158075;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.9;0.0;1.0;16.76971491228071;38.28404605263161;19.162280701754387;14.4564392373896;21.15544736842105;14.294629014035088;1.0;9.55;44.40500000000001;8.0;8.477225575051662;9.004000000000001;12.9916634;0.8004000000000001;281.0;0.0;10.0;1.0;8.0;0.12;0.604982206405694;0.209964412811388;5.3487544483985765;0.3371886120996441;5.4;0.3500000000000001;0.0;1.0;1.0;0.297;6.0;2.655;3.0;1.2890000000000001;6.0;2.076;3.0;1.218;5.0;2.8080000000000003;1.0;0.453;10.0;4.594;0.8904626334519573;1.0;0.0;0.0;0.08068181818181819;-0.8907;0.00971192866563797;0.09660087525844574;0.04480687528848648;0.8088695406913757;0.04006082937121391;0.722942413987716;0.0;-0.296;4.687991531682201e-05;0.9999701976776123;1.1599653589655645e-05;1.0775687769637443e-05;1.0583959010546096e-05;0.9999808453752242;0.7578282828282829
https://sentinelksmo.org/breaking-greitens-accuser-admits-photo-session-may-dream/;1.0;1.0;1.0;0.002336448598130841;1.0;0.16129032258064516;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;5.576638988904403;80.3036593430818;10.493673304430892;10.161726229104627;5.863948122565947;7.3436916810933965;0.4692478390095115;4.790909090909089;80.30636363636367;4.4;3.0;8.904545454545453;12.512294000000004;0.3790909090909089;417.0;0.195;11.0;1.0;31.0;1.0;0.5011990407673861;0.0023980815347721673;4.594724220623501;0.14868105515587526;5.2727272727272725;0.3181818181818181;0.0;1.0;16.0;5.659999999999999;11.0;5.295999999999999;8.0;1.9859999999999998;19.0;5.022;10.0;2.1530000000000005;6.0;2.8150000000000004;2.0;0.954;16.0;9.251000000000003;0.8410695443645084;1.0;0.0;0.0;-0.024523007856341192;0.8731;0.040937840938568115;0.8221948742866516;0.1283586174249649;0.0053087337873876095;0.0032500172965228558;0.736537380588303;0.0;0.296;1.2594883628480602e-05;0.8745760917663574;0.12541814148426056;3.307583392597735e-05;1.0058673069579527e-05;0.9999924488144339;0.55993265993266
https://web.archive.org/web/20180618195855/http://dailyheadlines.net/burka-clad-woman-runs-over-baby-gets-away-with-crime-for-1-stunning-reason/;1.0;1.0;0.0;0.0014826496133743218;0.9533437013996889;0.0625;0.5833333333333333;0.0;1.0;0.0;1.0;0.0;1.0;4.0;0.6;0.0;1.0;7.845392350157731;74.10323048107259;12.278312302839119;11.042853971072706;8.876344637223973;8.17282042586751;0.6845392350157731;5.041428571428572;83.85357142857144;5.6000000000000005;3.0;6.092142857142857;7.705169642857147;0.40414285714285714;629.0;0.5483333333333333;14.0;1.0;32.0;1.0;0.4753577106518283;0.0;4.373608903020668;0.09340222575516699;4.357142857142857;0.08928571428571419;0.0;1.0;26.0;14.123000000000001;13.0;5.741;14.0;7.257;41.0;20.509999999999998;31.0;16.955000000000002;19.0;7.645;16.0;10.064;18.0;10.007000000000001;0.7065119236883943;0.0;1.0;0.3333333333333333;0.10260317460317461;-0.9988;0.10012001544237137;0.8087030053138733;0.08978725969791412;0.0011024537961930037;0.00033731397707015276;0.6339808901935194;0.5;-0.2263;0.010020151734352112;0.7856741547584534;0.2042546421289444;7.585581624880433e-05;2.524010960769374e-05;0.9966515360520134;0.6213156966490301
https://web.archive.org/web/20180219203121/sportfella.com/breaking-fox-sports-cancels-nfl-broadcasts-players-respect-flag/;1.0;0.0;1.0;0.003426275992438563;0.9456521739130435;0.09090909090909091;0.3939393939393939;0.0;1.0;0.09090909090909091;0.0;0.0;1.0;2.0;0.8;2.0;0.0;9.637424242424242;68.71363636363638;12.781818181818181;10.567874686642694;12.799772727272732;10.717507613636368;0.8637424242424242;-0.09333333333333371;117.10500000000002;4.800000000000001;3.0;10.475000000000001;14.07276983333334;0.0;264.0;0.0;12.0;1.0;11.0;0.24;0.6401515151515151;0.2803030303030303;4.723484848484849;0.18087121212121215;5.5;0.375;0.0;1.0;4.0;2.384;4.0;2.0460000000000003;2.0;1.0859999999999999;6.0;2.986;5.0;2.4320000000000004;9.0;4.502;4.0;1.968;7.0;3.6950000000000003;0.8401590909090909;1.0;0.0;0.0;0.15071010860484546;-0.9311;0.01308470405638218;0.08807085454463959;0.5379086136817932;0.2872588634490967;0.07372695207595825;0.6836627812892199;0.0;0.296;1.0000022484746296e-05;1.1293803254375234e-05;0.9999786615371704;4.008651012554765e-05;1.0000003385357559e-05;0.99999333332471;0.47151211361737677
http://sciencevibe.com/2018/04/11/dying-78-year-old-cia-agent-admits-to-killing-marilyn-monroe/;1.0;0.0;0.0;0.00152587890625;0.9765625;0.09090909090909091;0.3939393939393939;0.0;1.0;0.15151515151515152;0.0;0.0;1.0;2.0;0.8;0.0;1.0;8.78385893915306;66.0357026545262;12.202938767644651;11.090398349558905;9.785772028713208;9.718541399046106;0.778385893915306;2.187692307692309;102.53230769230771;5.2;3.0;7.170769230769231;9.513321461538467;0.11876923076923096;627.0;0.545;13.0;1.0;33.0;1.0;0.4784688995215311;0.0;4.623604465709729;0.1559011164274322;4.6923076923076925;0.17307692307692313;0.0;1.0;12.0;7.9959999999999996;11.0;5.2330000000000005;6.0;2.656;19.0;11.802999999999999;10.0;8.021999999999998;8.0;3.141;3.0;1.141;29.0;15.920000000000002;0.8216523125996811;1.0;0.0;0.0;0.12277711004273506;-0.996;0.014868493191897869;0.8556827306747437;0.06500336527824402;0.056432995945215225;0.00806240551173687;0.6616897004321217;0.1;-0.4939;1.0231251508230343e-05;0.029540419578552246;0.0009663737728260458;0.6913959383964539;0.2781370282173157;0.9072842468437253;0.4982905982905984
https://web.archive.org/web/20180220230210/usanewscentral.com/bill-clintons-hitman-confesses-on-his-deathbed-source-hannity/;1.0;0.0;1.0;0.003069719042663892;0.9516129032258065;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;2.0;0.0;8.343140065146581;71.69976981541805;12.095461454940283;10.745966692414834;9.499717698154178;8.59043313029316;0.7343140065146582;1.2900000000000027;103.625;4.0;3.0;8.532999999999998;12.403678300000003;0.029000000000000248;301.0;0.0016666666666666668;9.0;1.0;15.0;0.4;0.5880398671096345;0.17607973421926904;4.501661129568106;0.12541528239202648;6.0;0.5;0.0;1.0;8.0;3.847;6.0;3.035;7.0;4.624;13.0;7.2219999999999995;6.0;4.844;6.0;2.27;1.0;0.227;10.0;4.713;0.7954684385382059;0.0;0.0;0.0;0.0412658769801627;-0.8907;0.04196120426058769;0.3187313973903656;0.414196640253067;0.1947685331106186;0.030392218381166458;0.7154155257860819;0.0;0.0;0.3439553678035736;0.0034814015962183475;0.652593195438385;1.0006614502344746e-05;1.0005402145907283e-05;0.8853448755980935;0.5175082853654283
