url;rating;score_authors;score_url_domain_ending;errors_grammar_spelling;score_errors;questions_text_per_sentence;score_tonality_questions_text;questions_title;score_tonality_questions_title;exclamations_text_per_sentence;score_tonality_exclamations_text;exclamations_title;score_tonality_exclamations_title;all_caps_text;score_tonality_all_caps_text;all_caps_title;score_tonality_all_caps_title;read_text_flesch_kincaid;read_text_flesch_read_ease;read_text_gunning_fog;read_text_smog;read_text_ari;read_text_coleman_liau;score_readability_text;read_title_flesch_kincaid;read_title_flesch_read_ease;read_title_gunning_fog;read_title_smog;read_title_ari;read_title_coleman_liau;score_readability_title;word_count_text;score_ls_word_count_text;word_count_title;score_ls_word_count_title;sentence_count;score_ls_sentence_count;ttr;score_ls_type_token_ratio;word_length_text;score_ls_word_length_text;word_length_title;score_ls_word_length_title;profanity;score_vocabulary_profanity;anger_word_count;anger_intensity;anticipation_word_count;anticipation_intensity;disgust_word_count;disgust_intensity;fear_word_count;fear_intensity;sadness_word_count;sadness_intensity;joy_word_count;joy_intensity;surprise_word_count;surprise_intensity;trust_word_count;trust_intensity;score_vocabulary_emotional_words;score_clickbait;links_count;score_links_external;sentiment_text_spacy;sentiment_text_vader;sentiment_text_fasttext_1;sentiment_text_fasttext_2;sentiment_text_fasttext_3;sentiment_text_fasttext_4;sentiment_text_fasttext_5;score_sentiment_polarity_text;sentiment_title_spacy;sentiment_title_vader;sentiment_title_fasttext_1;sentiment_title_fasttext_2;sentiment_title_fasttext_3;sentiment_title_fasttext_4;sentiment_title_fasttext_5;score_sentiment_polarity_title;score_sentiment_subjectivity
http://www.thehollywoodgossip.com/2018/01/jennifer-aniston-and-justin-theroux-headed-for-divorce-because-o/;1.0000000000;1.0000000000;0.0000000000;0.0023118196;0.9640287770;0.0000000000;1.0000000000;1.0000000000;0.0000000000;0.0500000000;0.0000000000;1.0000000000;0.0000000000;0.0000000000;1.0000000000;0.0000000000;1.0000000000;7.7485598086;76.7344186603;11.9963636364;10.5498344353;10.1248564593;9.1303331364;0.6748559809;6.9368181818;55.1252272727;2.2000000000;3.0000000000;7.4390909091;11.4261370000;0.5936818182;406.0000000000;0.1766666667;11.0000000000;1.0000000000;20.0000000000;0.6000000000;0.5935960591;0.1871921182;4.6428571429;0.1607142857;5.5454545455;0.3863636364;1.0000000000;0.6666666667;1.0000000000;0.4840000000;16.0000000000;9.1800000000;0.0000000000;0.0000000000;8.0000000000;2.2960000000;6.0000000000;3.3250000000;21.0000000000;10.0480000000;7.0000000000;2.7420000000;19.0000000000;11.0760000000;0.8071379310;0.0000000000;1.0000000000;0.3333333333;-0.0063014069;0.9896000000;0.0729888007;0.7264102697;0.1348572671;0.0590951964;0.0066985311;0.6470375561;0.0000000000;0.0000000000;0.0371476151;0.0000474971;0.2356892973;0.0130405799;0.7141250372;0.7495757826;0.6057467532
http://www.newidea.com.au/brad-and-ange-back-together;1;1;0;0.0029298747;0.9697885196;0.0000000000;1.0000000000;0;1;0.1250000000;0.0000000000;0;1;2;0.8000000000;0;1.0000000000;6.8232142857;83.5467857143;11.9714285714;10.5000000000;9.0875000000;7.7796446548;0.5823214286;0.5200000000;100.2400000000;10.0000000000;8.4772255751;2.7360000000;5.3290546000;0.1736000000;326;0.0433333333;5;1;16;0.4400000000;0.6165644172;0.2331288344;4.4110429448;0.1027607362;4.6000000000;0.1500000000;0;1.0000000000;10;4.5700000000;13;6.7020000000;5;2.0400000000;13;5.1870000000;7;2.7690000000;13;5.6860000000;5;2.3350000000;18;8.6670000000;0.7671411043;0;0;0.0000000000;0.2054292929;0.9672000000;0.0012386293;0.1647095978;0.0094233230;0.8180342913;0.0066442289;0.6859057139;0.0000000000;0.0000000000;0.0000100028;0.0000349501;0.0000180888;0.9999769926;0.0000100018;0.9999933318;0.6656565657
http://www.wonderwall.com/celebrity/blake-shelton-shopping-for-diamond-ring-for-gwen-stefani-proposing-on-valentines-day-is-made-up-3012461.article?photoId=1015358;1.0000000000;1.0000000000;0.0000000000;0.0017831554;0.9432892250;0.0000000000;1.0000000000;0.0000000000;1.0000000000;0.0000000000;1.0000000000;0.0000000000;1.0000000000;1.0000000000;0.9000000000;0.0000000000;1.0000000000;11.6040909091;54.6136363636;14.9030303030;12.7700842092;13.4598863636;11.5415776402;1.0000000000;8.3500000000;63.6950000000;6.4000000000;3.0000000000;10.4143750000;12.1167366875;0.7261000000;514.0000000000;0.3566666667;15.0000000000;1.0000000000;22.0000000000;0.6800000000;0.5544747082;0.1089494163;5.0194552529;0.2548638132;5.4666666667;0.3666666667;0.0000000000;1.0000000000;1.0000000000;0.4550000000;11.0000000000;6.1900000000;2.0000000000;0.3590000000;7.0000000000;2.3090000000;2.0000000000;1.1720000000;23.0000000000;11.5430000000;7.0000000000;1.8910000000;23.0000000000;11.5080000000;0.8621517510;0.0000000000;4.0000000000;1.0000000000;0.0733880155;0.9889000000;0.0281090662;0.9000830650;0.0286886673;0.0386777520;0.0044915043;0.6631998098;0.0000000000;0.3400000000;0.0002521356;0.0780986696;0.0021265019;0.9195303321;0.0000424947;0.9999017899;0.4671736159
http://www.dailymail.co.uk/tvshowbiz/article-4862458/Brad-Pitt-s-car-spotted-Angelina-Jolie-s-house.html;1.0000000000;1.0000000000;0.0000000000;0.0009094981;0.9522445081;0.0000000000;1.0000000000;0.0000000000;1.0000000000;0.0250000000;0.5000000000;0.0000000000;1.0000000000;2.0000000000;0.8000000000;0.0000000000;1.0000000000;11.5021068075;60.0202024648;14.7438967136;12.0415706600;14.0128661972;10.7149548770;0.9714954877;8.1800000000;50.6650000000;3.2000000000;3.0000000000;9.0637500000;13.5749478750;0.7180000000;1039.0000000000;1.0000000000;8.0000000000;1.0000000000;40.0000000000;1.0000000000;0.4754571704;0.0000000000;4.8421559192;0.2105389798;5.6250000000;0.4062500000;0.0000000000;1.0000000000;13.0000000000;7.6250000000;31.0000000000;16.2060000000;10.0000000000;4.6260000000;25.0000000000;12.5960000000;25.0000000000;12.2470000000;55.0000000000;29.9770000000;24.0000000000;8.4060000000;49.0000000000;21.7070000000;0.7817324350;0.0000000000;5.0000000000;1.0000000000;0.0764583935;0.9927000000;0.0089395260;0.0930064395;0.1044459939;0.7521151304;0.0415428318;0.6547058807;0.0000000000;0.0000000000;0.0000111038;0.0416515470;0.7855250835;0.1728519946;0.0000102866;0.9999928699;0.6128177008
http://ew.com/tv/2017/07/13/billy-bush-not-hosting-fox-top-30/;1.0000000000;1.0000000000;0.0000000000;0.0045248869;1.0000000000;0.0000000000;1.0000000000;0.0000000000;1.0000000000;0.0000000000;1.0000000000;0.0000000000;1.0000000000;2.0000000000;0.8000000000;0.0000000000;1.0000000000;11.4652476959;61.1750144009;16.0112903226;13.2469507660;13.5336981567;9.8251630323;0.8825163032;1.2900000000;103.6250000000;4.0000000000;3.0000000000;-1.3580000000;0.0559912000;0.0000000000;212.0000000000;0.0000000000;9.0000000000;1.0000000000;8.0000000000;0.1200000000;0.6415094340;0.2830188679;4.6745283019;0.1686320755;3.6666666667;0.0000000000;0.0000000000;1.0000000000;1.0000000000;0.1520000000;7.0000000000;2.8910000000;1.0000000000;0.7190000000;4.0000000000;1.4380000000;3.0000000000;1.3350000000;0.0000000000;0.0000000000;2.0000000000;0.9840000000;8.0000000000;3.7990000000;0.8932264151;0.0000000000;5.0000000000;1.0000000000;0.0390625000;-0.5183000000;0.7411089540;0.2554262280;0.0031579882;0.0001102529;0.0002466115;0.7406814782;0.0000000000;0.0000000000;0.0218294337;0.9568600655;0.0213404987;0.0000100000;0.0000100000;0.9927201888;0.6484375000
http://hollywoodlife.com/2017/09/07/tom-cruise-katie-holmes-jamie-foxx-relationship-dating-betrayed/;1.0000000000;1.0000000000;0.0000000000;0.0021667438;0.9663677130;0.0588235294;0.6078431373;0.0000000000;1.0000000000;0.1176470588;0.0000000000;0.0000000000;1.0000000000;3.0000000000;0.7000000000;0.0000000000;1.0000000000;10.1819705218;68.4764905059;13.4032133847;10.6312052860;12.2362289205;8.8262999074;0.7826299907;5.8066666667;74.8050000000;4.8000000000;3.0000000000;7.3350000000;10.1528691667;0.4806666667;435.0000000000;0.2250000000;11.0000000000;1.0000000000;17.0000000000;0.4800000000;0.5448275862;0.0896551724;4.4804597701;0.1201149425;5.3636363636;0.3409090909;0.0000000000;1.0000000000;6.0000000000;2.5910000000;19.0000000000;9.4390000000;5.0000000000;1.5630000000;10.0000000000;3.6040000000;11.0000000000;6.2850000000;28.0000000000;12.7920000000;10.0000000000;3.4830000000;24.0000000000;11.6110000000;0.7638252874;0.0000000000;0.0000000000;0.0000000000;0.0076886287;0.9770000000;0.0015768693;0.1866574585;0.0391925238;0.7673082352;0.0053150635;0.6797026891;-0.4000000000;0.5574000000;0.0000100001;1.0000036955;0.0000100009;0.0000163455;0.0000100000;0.9617266666;0.5249464340
http://radaronline.com/exclusives/2016/03/joe-giudice-prison-sex-teresa-rules-fort-dix/;1.0000000000;1.0000000000;0.0000000000;0.0027987941;0.9711815562;0.0476190476;0.6825396825;0.0000000000;1.0000000000;0.0476190476;0.0476190476;0.0000000000;1.0000000000;0.0000000000;1.0000000000;0.0000000000;1.0000000000;6.7623038811;75.9261175337;9.5962565373;9.0944940022;7.4858120011;8.2170017486;0.5762303881;6.9363636364;64.9245454545;4.4000000000;3.0000000000;7.6200000000;10.9086982727;0.5936363636;337.0000000000;0.0616666667;10.0000000000;1.0000000000;21.0000000000;0.6400000000;0.5905044510;0.1810089021;4.5341246291;0.1335311573;5.6000000000;0.4000000000;0.0000000000;1.0000000000;6.0000000000;2.8660000000;7.0000000000;3.5070000000;5.0000000000;2.6180000000;9.0000000000;4.8620000000;7.0000000000;3.3300000000;4.0000000000;1.9320000000;0.0000000000;0.0000000000;15.0000000000;8.0520000000;0.8387715134;0.0000000000;0.0000000000;0.0000000000;-0.0595191041;-0.9636000000;0.0227906425;0.6674858928;0.2904364765;0.0187463518;0.0005906854;0.6831395574;0.4166666667;-0.5574000000;0.4226625562;0.0366873294;0.5406782627;0.0000110514;0.0000107650;0.8208422263;0.5477931489
http://www.newidea.com.au/jennifer-aniston-pregnant-and-in-hiding;1;1;0;0.0019236871;0.9599198397;0.0000000000;1.0000000000;0;1;0.0434782609;0.1304347826;0;1;0;1.0000000000;0;1.0000000000;7.9813554987;77.3343606138;12.4774083546;10.7459666924;10.0023094629;8.2635181824;0.6981355499;4.9644444444;75.5000000000;3.6000000000;3.0000000000;6.0966666667;9.6576586667;0.3964444444;491;0.3183333333;8;1;23;0.7200000000;0.5254582485;0.0509164969;4.5254582485;0.1313645621;5.6250000000;0.4062500000;0;1.0000000000;8;3.3310000000;21;11.1310000000;8;2.7030000000;18;6.3380000000;16;6.9680000000;33;16.5410000000;9;4.1080000000;26;15.3540000000;0.7292301426;0;0;0.0000000000;0.0598207687;0.2770000000;0.0664514825;0.2639361322;0.0787118971;0.4677191973;0.1232313439;0.9367723912;0.3333333333;-0.5859000000;0.0000114507;0.0051741754;0.5049123168;0.4899092019;0.0000428358;0.9427152378;0.3964855876
http://www.inquisitr.com/4535920/meghan-markle-has-easier-ride-with-prince-harrys-royal-family-than-her-own-regarding-future/;1.0000000000;1.0000000000;0.0000000000;0.0016392474;0.9294532628;0.0400000000;0.7333333333;1.0000000000;0.0000000000;0.0000000000;1.0000000000;0.0000000000;1.0000000000;4.0000000000;0.6000000000;0.0000000000;1.0000000000;8.9835773050;70.8366000000;13.4211631206;11.6255434611;11.6963829787;10.1602034752;0.7983577305;6.8750000000;74.2700000000;6.4000000000;3.0000000000;9.2368750000;10.6467739375;0.5400000000;552.0000000000;0.4200000000;15.0000000000;1.0000000000;25.0000000000;0.8000000000;0.5434782609;0.0869565217;4.7626811594;0.1906702899;5.2000000000;0.3000000000;0.0000000000;1.0000000000;11.0000000000;3.7390000000;17.0000000000;8.3290000000;6.0000000000;2.5390000000;6.0000000000;1.6080000000;15.0000000000;3.1540000000;24.0000000000;12.8720000000;4.0000000000;1.5550000000;24.0000000000;12.6110000000;0.8318586957;0.0000000000;13.0000000000;1.0000000000;0.1345900178;0.9953000000;0.0066055125;0.4903914630;0.2568077445;0.2434962094;0.0027490966;0.6666817970;0.3000000000;0.4215000000;0.0000100014;0.0135729956;0.0000100366;0.9863588810;0.0000981495;0.9999639497;0.5562685680
http://www.wmagazine.com/story/halle-berry-done-with-love-alex-da-kid;1.0000000000;0.0000000000;0.0000000000;0.0024375000;0.9750000000;0.0000000000;1.0000000000;0.0000000000;1.0000000000;0.0000000000;1.0000000000;0.0000000000;1.0000000000;0.0000000000;1.0000000000;0.0000000000;1.0000000000;14.8671105528;47.5462102178;17.7892797320;13.6066017178;18.2062981575;12.0858854171;1.0000000000;2.3114285714;90.9585714286;2.8000000000;3.0000000000;4.9471428571;8.5317180000;0.1800000000;393.0000000000;0.1550000000;7.0000000000;1.0000000000;12.0000000000;0.2800000000;0.5852417303;0.1704834606;4.9694656489;0.2423664122;4.8571428571;0.2142857143;0.0000000000;1.0000000000;3.0000000000;1.4090000000;9.0000000000;4.9690000000;2.0000000000;0.8280000000;3.0000000000;0.8270000000;3.0000000000;1.8170000000;30.0000000000;15.5700000000;4.0000000000;1.4920000000;26.0000000000;13.8610000000;0.7925038168;0.0000000000;2.0000000000;0.6666666667;0.1107649969;0.9962000000;0.0121570118;0.3810069263;0.3432525694;0.2582930923;0.0053402623;0.6633675753;0.5000000000;0.0000000000;0.0000104727;0.8499646783;0.0000229219;0.1489302367;0.0011215617;0.9996226552;0.6571008040
